search_term,youtube_channel_id,youtube_channel_name,youtube_channel_subs,youtube_channel_videos,youtube_channel_thumbnail,channel_url
kike,,,,,,
nazi,,,,,,
stormfront,,,,,,
goy,,,,,,
kkk,,,,,,
neo-confederate,,,,,,
holohoax,,,,,,
dindu,,,,,,
wetback,,,,,,
neo-nazi,,,,,,
nigger,,,,,,
white lives matter,UCElGBUWDCa05jRzc2PfmGqQ,Tom MacDonald,1370000,68,https://yt3.ggpht.com/a/AATXAJzLwl96SLawZW3R005wVLGKKJmelKY7WqwhX7CMuQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCElGBUWDCa05jRzc2PfmGqQ
white lives matter,UCaYw_yJ_YLPEv6zR2c7hgHA,The Officer Tatum,1430000,966,https://yt3.ggpht.com/a/AATXAJzP1MsVD2Q_we7rXottbKQIyMg2QdtSzrnER4NF0g=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCaYw_yJ_YLPEv6zR2c7hgHA
white lives matter,UCxrwoWJ8cYyW9U8Fik7yATw,Dixon White,33300,98,https://yt3.ggpht.com/ytc/AAUvwnhvhnq8usYTRGkf356F4lLpTUhBjjY909Ere8PN=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCxrwoWJ8cYyW9U8Fik7yATw
white lives matter,UC73b_bf7j4fgTnBNRTqKKTA,Black and White Sports,58800,692,https://yt3.ggpht.com/a/AATXAJwRuID2NcO-C2fY4VTvM-IPPPHe8imY2YskzxnH=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC73b_bf7j4fgTnBNRTqKKTA
white lives matter,UCQMb7c66tJ7Si8IrWHOgAPg,Liberty Hangout,589000,289,https://yt3.ggpht.com/a/AATXAJzE9uHeq46diQOxryBv29dbW0peFLLgGc2yOr4L=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCQMb7c66tJ7Si8IrWHOgAPg
white lives matter,UCZWlSUNDvCCS1hBiXV0zKcA,PragerU,2840000,1203,https://yt3.ggpht.com/a/AATXAJxfKTXAMYHpcr86doswtIq8ACykP94ynE5wX5BaPQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCZWlSUNDvCCS1hBiXV0zKcA
white lives matter,UCqRVCeg1mpHEeBI3CemhO5A,Bradley White,14800,269,https://yt3.ggpht.com/a/AATXAJw8-WwAaRAxz3HuKJ99NjdtRC06GncA3EAQc3XsOA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCqRVCeg1mpHEeBI3CemhO5A
white lives matter,UCug1cL7vmUvYooOjXyHjsxQ,Diamond and Silk - The Viewers View,316000,1412,https://yt3.ggpht.com/ytc/AAUvwnjPi31ZUwaH67zxOvnLES_o-QjVLUcWEyZfx5_Y=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCug1cL7vmUvYooOjXyHjsxQ
white lives matter,UCwUizOU8pPWXdXNniXypQEQ,AwakenWithJP,1420000,519,https://yt3.ggpht.com/ytc/AAUvwngDK4dRU4lrOYyXTb1h8yZyl_cvkPq8AjFx_4hwDQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCwUizOU8pPWXdXNniXypQEQ
white lives matter,UCoLl7gOLl0vMs9s-nmAckgg,Graham Allen,94300,196,https://yt3.ggpht.com/ytc/AAUvwnhDO6OgIzls_ak8Q3Chqar9r5iVvuwSca_YL_In=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCoLl7gOLl0vMs9s-nmAckgg
white lives matter,UCFfD9fWqkT4PNy7v6r8ilmg,Conservative Twins,1600000,323,https://yt3.ggpht.com/a/AATXAJz9aBNYLm4FZGY5YbFVbOXegYRVOt2EBn9hVRrdqw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCFfD9fWqkT4PNy7v6r8ilmg
white lives matter,UCXHycZ0oqD_HqE3CFrh74EA,Дмитрий ДИВ,28900,195,https://yt3.ggpht.com/a/AATXAJxioGAgM7RiLIPqhujJ1ZjeqjekdG4G4gk2Fbv1=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCXHycZ0oqD_HqE3CFrh74EA
white lives matter,UCZb7Eesl1obfJkkSMI5Se8Q,Chuck Jines,1830,104,https://yt3.ggpht.com/a/AATXAJx7-wIdWcFobuq6cGj3IzJBpaIGylOhF3kzg4jKsw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCZb7Eesl1obfJkkSMI5Se8Q
white lives matter,UCV77KOiO0vOjWVeBHL4aDVA,LanceScurv,106000,4230,https://yt3.ggpht.com/a/AATXAJwWK37o9hTdlzgX8eo4gNl2MC_TlRL1Wmi15g0NZg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCV77KOiO0vOjWVeBHL4aDVA
white lives matter,UCyUPngKLxiB3xkUfHVDxGeg,FreedomProject Media,26400,1722,https://yt3.ggpht.com/ytc/AAUvwnjBzntBmJ2xe5CgfFkTDpwduoux6E5L_X1lMRPgKQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCyUPngKLxiB3xkUfHVDxGeg
white lives matter,UCqfP2xbmVNSV3AaK6jPv3Vw,Chris Voluntaryist,28300,99,https://yt3.ggpht.com/a/AATXAJxAiX7a2w4e5Ap2NIN1cLC7H36nrhg1qpGm7mhc=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCqfP2xbmVNSV3AaK6jPv3Vw
war on whites,UCLL5dVnel0uRX3aiyVXQYkw,TheGideonGames,1350000,4631,https://yt3.ggpht.com/ytc/AAUvwniFpFrQst5saEaka-xe_wNnRxIyFfHFK11eRX-oVg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCLL5dVnel0uRX3aiyVXQYkw
war on whites,UCZ9oqQugXGQW83bvimgRZOA,NMATV,40100,1210,https://yt3.ggpht.com/a/AATXAJzKvWE2RVrrpD90-4rRrayDwBPqnkpbQqL-H2uS=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCZ9oqQugXGQW83bvimgRZOA
war on whites,UCX9977Q36-GvegkIt-3N5Ew,Rudolf the tall white Alien,16300,436,https://yt3.ggpht.com/ytc/AAUvwnhc2mjxrcv_-L962_xoDiUBCdiZquF4WiSY5flu=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCX9977Q36-GvegkIt-3N5Ew
war on whites,UCn8zNIfYAQNdrFRrr8oibKw,VICE,13500000,3262,https://yt3.ggpht.com/ytc/AAUvwnhJxQ0HIodvW4DifwBs1SNFMa8ehzAeRp3mZ7HdlyI=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCn8zNIfYAQNdrFRrr8oibKw
war on whites,UCmDREzHYoD8zMqWo8TDm8Lg,TLPOTL,,95,https://yt3.ggpht.com/ytc/AAUvwni7UOrq0QRKSQtysQ90B4OOJ-2lqKK3YDwY5K4yeQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCmDREzHYoD8zMqWo8TDm8Lg
war on whites,UCW67mIQxNQ3G2AHffz8Bvvw,Carte Blanche,,234,https://yt3.ggpht.com/a/AATXAJwuRqZz33bdoVxWKJZrOJ1jUI0sqVvTNHDveVbz=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCW67mIQxNQ3G2AHffz8Bvvw
war on whites,UCMk7z_e13hv5hPNyF_y0ITw,Mike Norton,6390,272,https://yt3.ggpht.com/a/AATXAJwu-GdCwG7XC5xHjkJVcLUWisclo77aXjc-B7mhUg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCMk7z_e13hv5hPNyF_y0ITw
war on whites,UC42NgAW2U0ZF_HTUw4mE_gQ,rwhitegoose,99400,134,https://yt3.ggpht.com/ytc/AAUvwnhWT1GAboP3o6nKkjaauixS8fVClJT2xT7T8bRWfw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC42NgAW2U0ZF_HTUw4mE_gQ
war on whites,UCYxRlFDqcWM4y7FfpiAN3KQ,The White House,1760000,2857,https://yt3.ggpht.com/a/AATXAJyQ6n7zLXtn25SGIrU52jpnxhbwrqd5Md5WYrNQCA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCYxRlFDqcWM4y7FfpiAN3KQ
war on whites,UCRpEJceQa8q7jdPbRCjEFMg,dillan white.,380000,155,https://yt3.ggpht.com/a/AATXAJwBicA87M5CwRn5_wPicfTFz7dvyJuh7-VZtkRqWg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCRpEJceQa8q7jdPbRCjEFMg
war on whites,UCaHBeIm2u-nD3LhGsCmSqBQ,Jack White,394000,12,https://yt3.ggpht.com/a/AATXAJzdKbSKHcf9bPS7vnJm2FqUop2xVtTd3JmQ_JPdew=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCaHBeIm2u-nD3LhGsCmSqBQ
war on whites,UCUizSPmqkg2OIcsmCP7ynGw,Kc Steve,1570,116,https://yt3.ggpht.com/ytc/AAUvwngt8-ygbujG0BuGvij1PUSVZawrQALbFUlXCU8Z=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCUizSPmqkg2OIcsmCP7ynGw
war on whites,UC0-B4HbpTCaUdPKp_uey0gw,Nathan Humbyrd,7020,126,https://yt3.ggpht.com/a/AATXAJzxj86zrlWn6L0KykBkKXlOAAd4L_ypVcwap0Ya=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC0-B4HbpTCaUdPKp_uey0gw
war on whites,UCdEieTiKu6pREJtUeJVNpmw,History With No Chaser,87900,95,https://yt3.ggpht.com/a/AATXAJyRnHMh12k6sy2CiUREg-DC1FK8F0qKH5pDQAx5hA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCdEieTiKu6pREJtUeJVNpmw
war on whites,UCd3HQiNlNvrBnSVv8MLTDIw,Renaissance Horizon,30000,76,https://yt3.ggpht.com/a/AATXAJzHmyzEjhXTTuHs_CKqLdLjlEehT7tdL9s92Re7yA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCd3HQiNlNvrBnSVv8MLTDIw
war on whites,UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,1510000,16614,https://yt3.ggpht.com/a/AATXAJwUBccrxNsxTJtVZQRq9GfmrcPrbGRRJV1xmvzwWw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCHd62-u_v4DvJ8TCFtpi4GA
war on whites,UCDGknzyQfNiThyt4vg4MlTQ,The Obama White House,609000,7113,https://yt3.ggpht.com/ytc/AAUvwngv9b_SEWawx_tRF7-upd9410W8_kWwsP_AVPaasQM=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCDGknzyQfNiThyt4vg4MlTQ
2083: a european declaration of independence,,,,,,
zionist occupation government,,,,,,
dindu,,,,,,
wetback,,,,,,
proud boys,UCtqxG9IrHFU_ID1khGvx9sA,All Gas No Brakes,1450000,24,https://yt3.ggpht.com/a/AATXAJyzcdd2N2QoIlYCbGPWF6vlONKG6ETvcnWR-qYB=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCtqxG9IrHFU_ID1khGvx9sA
proud boys,UC0YvoAYGgdOfySQSLcxtu1w,Beau of the Fifth Column,481000,1058,https://yt3.ggpht.com/a/AATXAJyCHsgOl_1pY8X2vckiQEzwGCSuz1eJRqyu_wfC=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC0YvoAYGgdOfySQSLcxtu1w
proud boys,UC0RJJ_Wm7jyOU9eY10LgcwA,AdamKokesh,250000,2193,https://yt3.ggpht.com/a/AATXAJxDSAHcOIRqX5_eHNpBQMlZFNtm4X-5PuJwsM0zVg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC0RJJ_Wm7jyOU9eY10LgcwA
proud boys,UCLwNTXWEjVd2qIHLcXxQWxA,Timcast IRL,838000,717,https://yt3.ggpht.com/ytc/AAUvwngamvd3rxSusE2QwGC73jXdmiHgwKRzJhbVkt0w=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCLwNTXWEjVd2qIHLcXxQWxA
proud boys,UCu00jDabWrYl6wSIyVqZqRw,High Off Energee,82500,20,https://yt3.ggpht.com/a/AATXAJzz-q-zp_d9EYuJUmHho5u5kZXadqd07UqGhhObHA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCu00jDabWrYl6wSIyVqZqRw
proud boys,UCOurQYYPwJx83x6WkSu2QwQ,Sose The Ghost,6010,12,https://yt3.ggpht.com/ytc/AAUvwngh9rVy4ktnb7n5Oc5xHbhS1q-trZmRp-DmUrek=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCOurQYYPwJx83x6WkSu2QwQ
proud boys,UCwd4frI15aNYFZ_TuLc9XUg,Joseph Morris,22400,439,https://yt3.ggpht.com/a/AATXAJx4vloxEyHSRHooXVLdUR9TZYy35nIpGqx5Zn4MUw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCwd4frI15aNYFZ_TuLc9XUg
proud boys,UCaYw_yJ_YLPEv6zR2c7hgHA,The Officer Tatum,1430000,966,https://yt3.ggpht.com/a/AATXAJzP1MsVD2Q_we7rXottbKQIyMg2QdtSzrnER4NF0g=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCaYw_yJ_YLPEv6zR2c7hgHA
proud boys,UCQD_nKUVWQIReZEPc8-ClOQ,PT News Network,50500,538,https://yt3.ggpht.com/a/AATXAJxqpY7XvZG-4_uLDVOW5WnMxSseY0ptlfBR7BY2rw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCQD_nKUVWQIReZEPc8-ClOQ
proud boys,UCDgOROzYRXz5n7WneAaNCvQ,Black Rebel,5270,151,https://yt3.ggpht.com/a/AATXAJxRQZPfyWz-ioYlw9LJj7lAwJ_6TTfAHYLZoAlXnyk=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCDgOROzYRXz5n7WneAaNCvQ
proud boys,UCE2J37KpCJRGwsdhrLPmLhA,Andrew Kimmel,1610,70,https://yt3.ggpht.com/a/AATXAJz0kFzE5hwrbjCSUFOV_slqD6l-Gf14XNw9EO2zIw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCE2J37KpCJRGwsdhrLPmLhA
proud boys,UC0pCsHlEEmCfxllZSlRB2Og,Status Coup,97700,2956,https://yt3.ggpht.com/a/AATXAJy5TofpxZxT3V02a3aNZrddxFcKoatnQKWNZUg7kA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC0pCsHlEEmCfxllZSlRB2Og
proud boys,UCiWUOZ_TCyUaAS5dX2STkzA,NTV Houston,20500,2392,https://yt3.ggpht.com/ytc/AAUvwnhK2PvX_DBQ7O3a941TyFaExD04BUQsWeg5ReCp=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCiWUOZ_TCyUaAS5dX2STkzA
proud boys,UCxdIIeox5tjRKyzooPJwJkg,Bonny Vlogs,57100,672,https://yt3.ggpht.com/a/AATXAJxyxioDZHk37j5U4UL6aBUfi5GPnQaXXR6CN5d6=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCxdIIeox5tjRKyzooPJwJkg
proud boys,UCRTcuf-RM24BmY5XsiRP-mw,BBC Trending,106000,395,https://yt3.ggpht.com/ytc/AAUvwngJGEC3LyptVLAX6NGjiezjqpHhtoP04928J9lMpw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCRTcuf-RM24BmY5XsiRP-mw
proud boys,UC62KZJ1mShIQ-14rjzVYt9A,David Harris Jr,132000,788,https://yt3.ggpht.com/ytc/AAUvwniJwwg4r9P5ZG-m1CQnCVYeeNHJrwwIJL9amedc=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC62KZJ1mShIQ-14rjzVYt9A
proud boys,UCaMv0-Rb9fIrQiCUH6Xp7sA,The Hot Zone With Chuck Holton,3740,608,https://yt3.ggpht.com/a/AATXAJwmeonzdlEpU1z-jHmalta2Mrq0e-WTfS7mZCio=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCaMv0-Rb9fIrQiCUH6Xp7sA
proud boys,UCVGX79qe5nGc_kpNqoaV_Wg,Ally Hatcher,34300,373,https://yt3.ggpht.com/ytc/AAUvwnilhjg19aVddvmbAIMRQvv5tAj-T203Fb_DRDy5bw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCVGX79qe5nGc_kpNqoaV_Wg
proud boys,UC7yoXZ7c8ZZAimgcqHBtHoQ,act.tv,45500,1568,https://yt3.ggpht.com/a/AATXAJyOlnQFWuwmLDTO5XQJ5tsKa4oYmgL3EONCtBG0=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC7yoXZ7c8ZZAimgcqHBtHoQ
proud boys,UC8Tm7Xuz8QekHzjsDxgFNnw,WISN 12 News,92800,43219,https://yt3.ggpht.com/a/AATXAJyVaFxvmSWisXf4DXirgu1crK2JP7qevxmwQYBK-Q=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC8Tm7Xuz8QekHzjsDxgFNnw
race realism,UCyawG3aTE7RmNQcFQskDWcw,Academic Agent,55500,235,https://yt3.ggpht.com/a/AATXAJxMyOUzWuR2Z-K7fMawuqAKPCK5pLggruNmTjlfFQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCyawG3aTE7RmNQcFQskDWcw
race realism,UCpnQVN493fEsjJsR-6a_vzA,Matt Justice [Clever Leverage],13200,374,https://yt3.ggpht.com/ytc/AAUvwnj3127edLSYcnGFFrJr4Dhs4um0Mth60zbcyayIHA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCpnQVN493fEsjJsR-6a_vzA
race realism,UCRwzzq8hVdFjcNw_I9wZrVQ,laborkyle,4120,11,https://yt3.ggpht.com/a/AATXAJwOpfX8CjCCKb7ftsE39XfaFEvPgl0S-qEodWizWA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCRwzzq8hVdFjcNw_I9wZrVQ
race realism,UCes5DW7sk9WU8oqE9HGJdpg,AY Discord Archive,2000,136,https://yt3.ggpht.com/a/AATXAJyzc0Oz8r4SPj0hy3gKbITLGilXg13KRH9B_c4s=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCes5DW7sk9WU8oqE9HGJdpg
race realism,UCy2zg3Hi5356tdwV68cFXfg,DemoRobb,1370,40,https://yt3.ggpht.com/a/AATXAJxL05tv94FZKBQu33Nh8FlYdhZ3t7f1IMbAlENPVg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCy2zg3Hi5356tdwV68cFXfg
race realism,UCD1vIhfpE1JD9lzIs7ljH0A,Soap - Sim Racer,22700,929,https://yt3.ggpht.com/a/AATXAJxdfJLDBeMCIuiwNXShs-Dx7a5eMDmUkCthB3ffGA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCD1vIhfpE1JD9lzIs7ljH0A
race realism,UCNJnTIJTUhk3G6Rw8G4lrXA,Aditya_ Art,9950,9,https://yt3.ggpht.com/a/AATXAJyfyHT242d6lwZmAXwPr0s9bzBl9DKDIpODrPpC=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCNJnTIJTUhk3G6Rw8G4lrXA
race realism,UCvwgF_0NOZe2vN4Q3g1bY-A,Vikkstar123,6890000,4918,https://yt3.ggpht.com/ytc/AAUvwnh5rLar4jB_n30qCh87YWXblxZU3dKOi2bWNECsOw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCvwgF_0NOZe2vN4Q3g1bY-A
race realism,UCzEy7pi3B7TIS9cn_sdKK9A,GrayStillPlays,4010000,2277,https://yt3.ggpht.com/a/AATXAJxAkUSnfE7htM5UQUc8wncAjFpBs3aAiMMkFKtGWQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCzEy7pi3B7TIS9cn_sdKK9A
race realism,UCc7iDc94kkK7C_nG19Y7A9g,Wesley Fabry [PixelWess89],6980,176,https://yt3.ggpht.com/a/AATXAJxJ8dLk9uJqgbzryoAhXuie9Hpyk9T4QdvX-4CgbQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCc7iDc94kkK7C_nG19Y7A9g
race realism,UCiqyg3Um3e13K-eBnweY2dg,TheBlitz Media,1940,280,https://yt3.ggpht.com/a/AATXAJyyn5INjKqjz1sR93OMWxy7XeV8No9Mv9BdgsBr=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCiqyg3Um3e13K-eBnweY2dg
race realism,UC-ffweSEqSQUhQAbxiMHbOQ,Top Games PC Youtube - Makv l,27700,142,https://yt3.ggpht.com/a/AATXAJxcP77Dv514MD9qN62iA2XqfV9K2Op-47MhYyMMcg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC-ffweSEqSQUhQAbxiMHbOQ
race realism,UCRunP77G80-U278qEWenk8A,School of Political Science,12400,23,https://yt3.ggpht.com/ytc/AAUvwniAKrw_Vgy8W_TzAlmLRn6miiGp7YzrKaN3f5eUhA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCRunP77G80-U278qEWenk8A
race realism,UCH1EVfODMWHgFKeJK9pGwlQ,AnT R/C,1130,373,https://yt3.ggpht.com/ytc/AAUvwng8tJhdhOQfMpTi21hMzXL2EDhIqBFPHR1AdQO8IA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCH1EVfODMWHgFKeJK9pGwlQ
race realism,UCEHf6KUY7Zw7hlXQ7hDemwQ,TmarTn,3350000,2574,https://yt3.ggpht.com/a/AATXAJy7lsNh0ZyCvhlIo7H63UM_sxn1iN9s-Wrow-vBtg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCEHf6KUY7Zw7hlXQ7hDemwQ
race realism,UC5M_h2S8Ldoc9M6f7B-_m6A,Nickelodeon,8410000,3279,https://yt3.ggpht.com/a/AATXAJxALG4rDyaftVeZcAHjXBsZLvbUv-g1zjXkD3tM0A=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC5M_h2S8Ldoc9M6f7B-_m6A
race realism,UCj9BYiYFtUC7BjowPtD5xgQ,Nizar D.,1060,172,https://yt3.ggpht.com/ytc/AAUvwnjnkZGovkIr2orE6DS9BzhBeRIW9oekAKMW44rNk4w=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCj9BYiYFtUC7BjowPtD5xgQ
american renaissance,UCM5iXoGRjNaDXtugXRimcMw,American Epic,930,5,https://yt3.ggpht.com/ytc/AAUvwngofAucnyjUOS0Nq01OORRs7fAbXWDM6OqJ3CWXdg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCM5iXoGRjNaDXtugXRimcMw
american renaissance,UCu1hNQsr9YnkIjFkMAc3Npw,Rick Friedrich,10800,160,https://yt3.ggpht.com/ytc/AAUvwnj1zPUsk5oilv2XnXdjT259DVT95OOQcN3qP4yJkA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCu1hNQsr9YnkIjFkMAc3Npw
american renaissance,UCQfwfsi5VrQ8yKZ-UWmAEFg,FRANCE 24 English,1450000,60891,https://yt3.ggpht.com/ytc/AAUvwnjQokqv8-b-XLH34XJulaY0W27AzlCmyeEY7TayMw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCQfwfsi5VrQ8yKZ-UWmAEFg
american renaissance,UCqoGR_EedlhKDVuWNwYWRbg,Voices of the Past,304000,134,https://yt3.ggpht.com/a/AATXAJyoiL_bdzQFuMXdOQ-HPrLx76VkiTXLaNQTuGZ1Iw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCqoGR_EedlhKDVuWNwYWRbg
american renaissance,UCMu5gPmKp5av0QCAajKTMhw,ERB,14700000,81,https://yt3.ggpht.com/a/AATXAJwc6CPx08psqTFS0f7BZbPUK5DS2A_WRsMASA9deA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCMu5gPmKp5av0QCAajKTMhw
american renaissance,UCNIuvl7V8zACPpTmmNIqP2A,OverSimplified,4030000,23,https://yt3.ggpht.com/a/AATXAJwdxt3o4081Tv5zZY8R6Dy7y1QVXPXCqf0jixNUkg=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCNIuvl7V8zACPpTmmNIqP2A
american renaissance,UCGPI7zCpQYpPhDLdOAmpAww,rebecca,1470000,253,https://yt3.ggpht.com/ytc/AAUvwngTXY7U1FKC6YRWRpt3WoQCCQafzEw3KZ688cNe7g=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCGPI7zCpQYpPhDLdOAmpAww
american renaissance,UCSzmfxvEaoIttX5ln14VASw,Tom Rush,4120,15,https://yt3.ggpht.com/ytc/AAUvwnhoRl4auzkn5sI0_OiRhuOxki296Qbx_E6VTVZQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCSzmfxvEaoIttX5ln14VASw
american renaissance,UCdanSiDpxxnfjjpooE2NrOg,African Elements,1510,83,https://yt3.ggpht.com/a/AATXAJx-dp918salipCA5ib52P2Fh1WKUzPFOIUawpegVw=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCdanSiDpxxnfjjpooE2NrOg
american renaissance,UCbzZmC-cvS57cWbeBe7XPoA,KRYON - Channelling,,503,https://yt3.ggpht.com/ytc/AAUvwngizyQWu1LnG2yEvgWqML9QoO9a6YAdeNda5idzDA=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCbzZmC-cvS57cWbeBe7XPoA
american renaissance,UC7IcJI8PUf5Z3zKxnZvTBog,The School of Life,6270000,781,https://yt3.ggpht.com/a/AATXAJxGXfgHC3VYzQPbIr5iKoO4JFEFK_Lz4DKUQ22q=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UC7IcJI8PUf5Z3zKxnZvTBog
american renaissance,UCiCPv2sV_D3FqMRzzUFA2Fg,Biography,296000,1474,https://yt3.ggpht.com/a/AATXAJy7sVVE-sJv8RR1mRfNZ_58oLUEE2RnL1H1v6hf=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCiCPv2sV_D3FqMRzzUFA2Fg
american renaissance,UCVNxjVDDq9ALxFuCKMx8HQg,Schiller Institute,14700,1178,https://yt3.ggpht.com/a/AATXAJzKjiINqwJefh0H73H5MBw164MVao0dOnch6su82Q=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCVNxjVDDq9ALxFuCKMx8HQg
american renaissance,UCCODtTcd5M1JavPCOr_Uydg,Extra Credits,2450000,1169,https://yt3.ggpht.com/a/AATXAJzhndX3Xj28x_qB_-L8qm5gO_ME4J7cdsJaVYmXdQ=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCCODtTcd5M1JavPCOr_Uydg
american renaissance,UCbpj2JAUMb8G_oQQFPeGrhg,Baltimore Ravens,152000,3075,https://yt3.ggpht.com/a/AATXAJwnTorP0I1WYeSxjwGH1sbaQaDGjTGsGqpk_DnBmS4=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCbpj2JAUMb8G_oQQFPeGrhg
american renaissance,UCF80LwLEMBkJ6RnuGlPfgTw,Kyle EPIC Mendoza,144000,720,https://yt3.ggpht.com/ytc/AAUvwnhlOErdqGjeeks3J2_85bm3bvMiwLDm1I1xdPiv8Q=s88-c-k-c0x00ffffff-no-rj,www.youtube.com/channel/UCF80LwLEMBkJ6RnuGlPfgTw
