search_term,youtube_video_id,youtube_video_title,youtube_video_views,youtube_video_channel,video_url
identity evropa,Kb_OIGXVhYU,Sounds Like Hate -- Getting Out (Part I),808,Southern Poverty Law Center,www.youtube.com/watch/?v=Kb_OIGXVhYU
identity evropa,E40Z8iVudBs,Generation Identity confront Antifascists,21446,ViperUK,www.youtube.com/watch/?v=E40Z8iVudBs
identity evropa,vtPDYHR8T78,Richard Spencer in Cleveland&#39;s Public Square 7-19-2016,6721,OnePeoplesProjecttv,www.youtube.com/watch/?v=vtPDYHR8T78
identity evropa,8OaiwN8D6Fs,Stanislaus State Students Demand White Supremacist&#39;s Expulsion,866,CBS Sacramento,www.youtube.com/watch/?v=8OaiwN8D6Fs
identity evropa,ZeqWuneRHGY,Burnout Paradise without ENB [Xurious - Identity Evropa],56,Hydra Hut,www.youtube.com/watch/?v=ZeqWuneRHGY
identity evropa,muf3XYTXfHk,White Nationalist Opens Up to The Young Turks,840760,Rebel HQ,www.youtube.com/watch/?v=muf3XYTXfHk
identity evropa,2Ptoncx5pnc,Emma Vigeland: Antifa Queen,37227,The Damage Report,www.youtube.com/watch/?v=2Ptoncx5pnc
identity evropa,Au6s12x5LhQ,White Nationalist Group Posing As Antifa Called For Violence On Twitter | MSNBC,38203,MSNBC,www.youtube.com/watch/?v=Au6s12x5LhQ
identity evropa,8HuA1Ia9cJE,Protestan en Nueva York contra actos del grupo de supremacía blanca Identity Evropa,1752,Univision Noticias,www.youtube.com/watch/?v=8HuA1Ia9cJE
identity evropa,GFDZQKsMjZ4,Who Is Sowing Chaos At The George Floyd Protests?,352,WMAR-2 News,www.youtube.com/watch/?v=GFDZQKsMjZ4
identity evropa,ZpJ6moM3m_I,USA: Alt-right protesters call for Mexico border wall amidst Kate Steinle murder case,2920,Ruptly,www.youtube.com/watch/?v=ZpJ6moM3m_I
identity evropa,9tclC6IxtjM,WWW - Evropa,1596,BIGGBOSS,www.youtube.com/watch/?v=9tclC6IxtjM
