search_term,youtube_video_id,youtube_video_title,youtube_video_views,youtube_video_channel,video_url
we wuz kangz,6xKFJ4rJ8Fw,♕ WE WUZ KANGZ ♕ (Official Music Video),67039,Grot Tchew,www.youtube.com/watch/?v=6xKFJ4rJ8Fw
we wuz kangz,YpKmM0hQK8E,Nick Fuentes - THEY EAT MUD,13374,Societal Decay,www.youtube.com/watch/?v=YpKmM0hQK8E
we wuz kangz,g8XwZmLysWc,BLATANT AUTISM : THE DOCUMENTARY,179781,YourBestPalClint,www.youtube.com/watch/?v=g8XwZmLysWc
we wuz kangz,I9MoBp0S7jo,We Wuz Everybody - Wakanda Now,86482,Wild Smile,www.youtube.com/watch/?v=I9MoBp0S7jo
we wuz kangz,Bf1YU_iMB_Y,WE WUZ KANGZ CNN,18821,Fragoot4k,www.youtube.com/watch/?v=Bf1YU_iMB_Y
we wuz kangz,fzLBkewbWT4,WE WUZ SWEDES,75316,MR. OBVIOUS,www.youtube.com/watch/?v=fzLBkewbWT4
we wuz kangz,KkumfzBVZU0,"VertigoPolitix - Ancient Crack, and the Refutation of We Wuz Kangz",1803,VertigoPolitix Collection,www.youtube.com/watch/?v=KkumfzBVZU0
we wuz kangz,sFgx2_rUnSw,&quot;We wUz KaNgZ&quot; Black woman kicked off plane after exercising her supremacy over white people,264,THE WORLD IS BURNING,www.youtube.com/watch/?v=sFgx2_rUnSw
we wuz kangz,euPj5ggWeJ0,BLACK IS KING Trailer (2020) (We Wuz Kangz),1148,Jason Smith,www.youtube.com/watch/?v=euPj5ggWeJ0
we wuz kangz,6ZuY61dmASA,We Wuz Kangz and Queenz. Oh really?,11365,Redirecting,www.youtube.com/watch/?v=6ZuY61dmASA
we wuz kangz,-6GR7VBXsKs,Iz dought We wuz kangs doe!,120,Space Jew,www.youtube.com/watch/?v=-6GR7VBXsKs
we wuz kangz,IJn8lSq635Q,We Wuz Pyramids - Inferiority/Superiority Complex,27511,Red Pill Philosophy,www.youtube.com/watch/?v=IJn8lSq635Q
we wuz kangz,7NbIWMjkbLQ,Paperboyprince: &quot;We Wuz Kangz&quot;,25956,Andrew Tucows,www.youtube.com/watch/?v=7NbIWMjkbLQ
we wuz kangz,gr-yw5ztHUY,we wuz kangz Cave dwelling snow chimps,9620,notregme,www.youtube.com/watch/?v=gr-yw5ztHUY
we wuz kangz,SWlOI9My9cI,Seventh Son - When We Wuz Kangz Down in Africa [TRS Parody song — TDS288],29287,Real McGoy,www.youtube.com/watch/?v=SWlOI9My9cI
we wuz kangz,D4IFfvkB8N8,Martin Luther WE WUZ KANGZ Day,5600,Pod Awful TV,www.youtube.com/watch/?v=D4IFfvkB8N8
we wuz kangz,p3nYXp0O4hY,"Operation: WE WUZ BURGER KANGZ, 4chan takes on Burger King #MilkySunday",154472,MR. OBVIOUS,www.youtube.com/watch/?v=p3nYXp0O4hY
we wuz kangz,IKlJ4R_DhKE,We Wuz Britons,153716,The Thinkery,www.youtube.com/watch/?v=IKlJ4R_DhKE
great replacement,_kSigGDhlXA,Bari Weiss Deconstructs “Great Replacement” Conspiracy Theory,77633,JRE Clips,www.youtube.com/watch/?v=_kSigGDhlXA
great replacement,HlqdPPN-vGI,Are white British people being &#39;replaced&#39; by immigrants?,33177,talkRADIO,www.youtube.com/watch/?v=HlqdPPN-vGI
great replacement,9re9uI6wXxY,Отличная замена FireLine /Great replacement for FireLine,1654,Наталия Раф,www.youtube.com/watch/?v=9re9uI6wXxY
great replacement,rkTzWCZ2bMI,Immigration and Demographics (a Sequel),12018,Po the Person,www.youtube.com/watch/?v=rkTzWCZ2bMI
great replacement,NcBM4Pl0ZU8,Great Replacement For Lunges | Try Step Ups (with form tutorial),115977,PumpChasers,www.youtube.com/watch/?v=NcBM4Pl0ZU8
great replacement,qZWB1UiPgB4,Kingston&#39;s A400 SSD is A Great Replacement For Your Hard Drive,19360,ThinkComputers,www.youtube.com/watch/?v=qZWB1UiPgB4
great replacement,9YigHVUBAwk,Google Android Messages app is a great replacement for Samsung Messages SMS MMS,5534,Learn Windows 10 and Computers,www.youtube.com/watch/?v=9YigHVUBAwk
great replacement,uYM42UR0hPU,The Christchurch Manifesto: The Great Replacement,639,Bevry,www.youtube.com/watch/?v=uYM42UR0hPU
great replacement,vXusAtKxiY0,Great Replacement Theory,8659,RE-EDUCATION,www.youtube.com/watch/?v=vXusAtKxiY0
great replacement,82bZ9coJJ9M,Great Replacement Lens Caps for GoPro,1024,Tony Lee Glenn,www.youtube.com/watch/?v=82bZ9coJJ9M
great replacement,9RM1H5Kz3uY,The Scary and Sinister: &#39;Great Replacement&#39;,524,Grim Jim,www.youtube.com/watch/?v=9RM1H5Kz3uY
great replacement,qhjR54EEucY,Silverado Rear Shocks / A great replacement!!,614,Boston Joe 620,www.youtube.com/watch/?v=qhjR54EEucY
great replacement,wvG53mx7KM0,The Great Replacement in Paris and France with Tepa / patriote.info,3180,_vlad,www.youtube.com/watch/?v=wvG53mx7KM0
great replacement,_MLkdRw4SvI,Great replacement DEBATE (&quot;they&#39;re taking our jobs!&quot;),3553,The Serf Times,www.youtube.com/watch/?v=_MLkdRw4SvI
great replacement,jh3sgW5fXXM,Cauliflower Mash A Great Replacement For Mashed Potato | Weight Loss | Keto Plan | Bodyprocoach,401,Body Pro Coach,www.youtube.com/watch/?v=jh3sgW5fXXM
great replacement,sRHMCAYg2zE,Zorin OS 8 RC A Great Replacement for Windows XP,51536,Spatry's Cup of Linux,www.youtube.com/watch/?v=sRHMCAYg2zE
great replacement,rETou_CxQPw,For Jimmy Fallon | A great replacement for Bono / U2,2782,The Winner Takes It All,www.youtube.com/watch/?v=rETou_CxQPw
great replacement,N5LjyW735pw,The great replacement,6037,Survival prepping for normal people,www.youtube.com/watch/?v=N5LjyW735pw
great replacement,y2Rvo2ZEWU4,A feminist exploration #3: The great replacement,120,Heinrich-Böll-Stiftung European Union,www.youtube.com/watch/?v=y2Rvo2ZEWU4
great replacement,VWCs7hJNz8M,FS Uncut - &quot;Dele Alli is a great replacement for Iniesta.&quot;,567,FootySays,www.youtube.com/watch/?v=VWCs7hJNz8M
daily shoah,ETndhrAjaYk,MIKE ENOCH vs. JESSE LEE PETERSON on The Daily Shoah! (VIDEO) - TheRightStuff.Biz - Alt-Right,62787,Jesse Lee Peterson,www.youtube.com/watch/?v=ETndhrAjaYk
daily shoah,MEwzfFdWVoA,BBC Radio 4 Mentions The Alt-Right &amp; The Daily Shoah,1014,Patriotic Populist,www.youtube.com/watch/?v=MEwzfFdWVoA
daily shoah,pL-rvqI3FpQ,3) Dissecting the Daily Shoah&#39;s answer to question re: action against mixed race coup,152,andy nowicki,www.youtube.com/watch/?v=pL-rvqI3FpQ
daily shoah,RkfB0PZ1UJs,Video: Michael Enoch found not guilty in 2016 murder,2414,KSAT 12,www.youtube.com/watch/?v=RkfB0PZ1UJs
daily shoah,OV_6wGIZdZE,"4) Dissecting Daily Shoah reaction to state action against mixed race couples, part 2",120,andy nowicki,www.youtube.com/watch/?v=OV_6wGIZdZE
daily shoah,H_qCjAY7uZY,"1) Dissecting the Daily Shoah&#39;s answers to Sargon&#39;s questions, part 1",511,andy nowicki,www.youtube.com/watch/?v=H_qCjAY7uZY
daily shoah,pMTM5d_KrEo,5) Dissecting Daily Shoah reaction to Sargon-- conclusion,183,andy nowicki,www.youtube.com/watch/?v=pMTM5d_KrEo
daily shoah,FnwuD7Oqgso,TDS #242: Mike Enoch bullycides Sargon &amp; Styx nearly to death Pt. 2,45513,Real McGoy,www.youtube.com/watch/?v=FnwuD7Oqgso
daily shoah,VYDBBWFLWmY,"Fighting Extremism! Episode #146 of @Sree&#39;s daily, global show #sreecovid19call",704,Scroll.in,www.youtube.com/watch/?v=VYDBBWFLWmY
daily shoah,lTNG0TBNHZI,"If I Did It: Booking Mayweather vs McGregor, Trump vs the press",3013,Combat Culture,www.youtube.com/watch/?v=lTNG0TBNHZI
daily shoah,SAOHKT8aza8,[EAS] The Alternative: An Alternate History EAS Scenario,31562,Jakob Hill,www.youtube.com/watch/?v=SAOHKT8aza8
daily shoah,qPlmnI71en8,Shoah: Four Sisters,3141,University of California Television (UCTV),www.youtube.com/watch/?v=qPlmnI71en8
daily shoah,YUaAz6sHkGE,Mellody Hobson Stares Down Fear To Achieve Success,311,Investor's Business Daily,www.youtube.com/watch/?v=YUaAz6sHkGE
daily shoah,JCM77cJeyBI,Shoah official: Chirac helped Jews reconcile with France,413,AP Archive,www.youtube.com/watch/?v=JCM77cJeyBI
daily shoah,ti32j_WNel0,From Ordinary German to Mass Murderer,67477,United States Holocaust Memorial Museum,www.youtube.com/watch/?v=ti32j_WNel0
daily shoah,D65GRX9ZCuI,31 January Current Affairs 2019 (Hindi/English) 🔥 Daily Current Affairs Questions by Kuljeet sir,17028,Examपुर,www.youtube.com/watch/?v=D65GRX9ZCuI
daily shoah,QX6STgicBEs,Publisher ordered to pay $14 million in Whitefish neo-Nazi case,276,KRTV NEWS,www.youtube.com/watch/?v=QX6STgicBEs
daily shoah,4b-dannQQ0Q,Jordan Klepper vs. Trump Supporters | The Daily Show,7825362,The Daily Show with Trevor Noah,www.youtube.com/watch/?v=4b-dannQQ0Q
daily shoah,zY98pKyADlQ,Bathroom Wars | Chapo Trap House | Episode 365,49675,Chapo Trap House,www.youtube.com/watch/?v=zY98pKyADlQ
daily shoah,7bUpSin-HVs,Holocaust Survivor Leopold Page Testimony,47601,USC Shoah Foundation,www.youtube.com/watch/?v=7bUpSin-HVs
ecofascism,Gjde3VwQikM,Are the COVID-19 lockdowns sparking a rise in eco-fascism? | Culture Clash,5511,euronews (in English),www.youtube.com/watch/?v=Gjde3VwQikM
ecofascism,PqUUTP5i_nU,Ecofascism: Naomi Klein Warns the Far Right’s Embrace of White Supremacy Is Tied to Climate Crisis,18706,Democracy Now!,www.youtube.com/watch/?v=PqUUTP5i_nU
ecofascism,XQPajDbN1RI,ECOFASCISM // &quot;covid19 deaths solve climate change and overpopulation&quot;,10386,Gittemary Johansen,www.youtube.com/watch/?v=XQPajDbN1RI
ecofascism,2N6DjwxkR_U,Ecofascism: How Benign Ideas Can Go Wrong (EPT),5771,Political Philosophy: Dr Laurie Johnson,www.youtube.com/watch/?v=2N6DjwxkR_U
ecofascism,woIJAAmOmbs,The Right Side - Eco-Fascism,2199,KMVT,www.youtube.com/watch/?v=woIJAAmOmbs
ecofascism,jdKTS__iIJA,Climate Barbarism and Eco-fascism,38034,Mexie,www.youtube.com/watch/?v=jdKTS__iIJA
ecofascism,tt5WRVWI0pU,Ecofascism: Nazi Alam Sekitar,14503,ML Studios,www.youtube.com/watch/?v=tt5WRVWI0pU
ecofascism,egH2k2PSMIU,The Climate Strike Needs To Be More Inclusive (to ecofascists),166194,Jreg,www.youtube.com/watch/?v=egH2k2PSMIU
ecofascism,QHEVr3cfmKE,Eco Fascism &amp; Decelerationism with Storm King (@linkolawave),5373,Justin Murphy,www.youtube.com/watch/?v=QHEVr3cfmKE
ecofascism,ZNctowAFLUA,How to Pronounce Ecofascism,133,Pronunciation Guide,www.youtube.com/watch/?v=ZNctowAFLUA
ecofascism,cwB0UaXJB6s,"Eco Fascism And Environmental Racism, The Lil Guillotine Podcast Episode 11",113,lil guillotine,www.youtube.com/watch/?v=cwB0UaXJB6s
ecofascism,DLAi346Png4,Nature is Returning 🌱… Was Humanity The REAL Virus?   🦢🌿🌾🍃 🌬,12475,Novara Media,www.youtube.com/watch/?v=DLAi346Png4
ecofascism,SE3mkQsUPro,Greta And The Ecofascists,61664,ShortFatOtaku,www.youtube.com/watch/?v=SE3mkQsUPro
ecofascism,IARezGmhWr0,"Naomi Klein on the Case for a Green New Deal, Greta Thunberg, &amp; The Rise of Ecofascism",61529,Democracy Now!,www.youtube.com/watch/?v=IARezGmhWr0
ecofascism,V-xR4OEIkKY,Are the New Fascist Environmentally Friendly?,2764,Thom Hartmann Program,www.youtube.com/watch/?v=V-xR4OEIkKY
ecofascism,b4YWdTOAs90,What is Ecofascism? (ft. Cam),386,United Leninist Front,www.youtube.com/watch/?v=b4YWdTOAs90
ecofascism,FVkANr5a6hk,eco fascism debate with vaush,60,haider 98,www.youtube.com/watch/?v=FVkANr5a6hk
ecofascism,v9RBgCGHers,Naakhum - Al-CIA-Da,3974,Metko Vizigot,www.youtube.com/watch/?v=v9RBgCGHers
ecofascism,Xd30mX0X9P4,Sam Adler-Bell: Eco-fascism &amp; The Roots of Conservationism In America,259,Last Born in the Wilderness Podcast,www.youtube.com/watch/?v=Xd30mX0X9P4
ecofascism,tlxBWSYGy7o,Slí Eile Webinar Eco-Fascism,862,Slí Eile,www.youtube.com/watch/?v=tlxBWSYGy7o
color of crime,qLEiyWW6hdI,Is there a double standard for black-on-white crime?,109171,CNN,www.youtube.com/watch/?v=qLEiyWW6hdI
color of crime,cQo-yYhExw0,The Enduring Myth of Black Criminality,227674,The Atlantic,www.youtube.com/watch/?v=cQo-yYhExw0
color of crime,ljGmSbKujgA,Arkham Origins: The Colour of Crime,2163,The Checkpoints Show,www.youtube.com/watch/?v=ljGmSbKujgA
color of crime,ewjNNnQi00E,The Color of Crime Scene Tape,124,Big Kid Powersports,www.youtube.com/watch/?v=ewjNNnQi00E
color of crime,5D3cC71GaSM,"Teaching About Race, Ethnicity, and Crime",253,SAGE Publishing,www.youtube.com/watch/?v=5D3cC71GaSM
color of crime,1LK5pMJPdww,ETS2 [1.27.1.2s] / Combo color of crime by Panthère03,644,Scania Rémois,www.youtube.com/watch/?v=1LK5pMJPdww
color of crime,61rHAt_xlsU,Jared Taylor - Race and Crime Report,1470,TJ Singh's Reincarnation,www.youtube.com/watch/?v=61rHAt_xlsU
color of crime,EL1S118zkhQ,Interview of Jared Taylor on Crime and Race statistics,18629,Piero San Giorgio,www.youtube.com/watch/?v=EL1S118zkhQ
color of crime,y07WaUDUriU,Report Finds Crime TV Normalizes Abuses in the Criminal Justice System | NowThis,8427,NowThis News,www.youtube.com/watch/?v=y07WaUDUriU
color of crime,zBodqwAlW3A,Crime: Crash Course Sociology #20,339645,CrashCourse,www.youtube.com/watch/?v=zBodqwAlW3A
color of crime,HLxvhyZRKP0,"Crime Patrol Dial 100 - क्राइम पेट्रोल - Dahanu Vapi Murder - Episode 338 - 21st December, 2016",120809617,SET India,www.youtube.com/watch/?v=HLxvhyZRKP0
color of crime,k-BFmV9aAj4,Man Arrested For Suspected Hate Crime Attacks On White People,27513,CBS New York,www.youtube.com/watch/?v=k-BFmV9aAj4
color of crime,gSPT2j2RTx0,Chronicles of Crime: Noir - Welcome to Redview: Corax Games - Berlin Con Studio 2019,1725,Hunter & Cron - Brettspiele,www.youtube.com/watch/?v=gSPT2j2RTx0
color of crime,DBTrAJ39zFc,Chronicles of Crime - Sebastian Stange im Hunter &amp; Cron Brettspiel-Club,10646,Hunter & Cron - Brettspiele,www.youtube.com/watch/?v=DBTrAJ39zFc
color of crime,0VhypCzPTvA,‘The Irishman’ Costume Designers Break Down Dressing 5 Decades of Crime | Vanity Fair,106301,Vanity Fair,www.youtube.com/watch/?v=0VhypCzPTvA
color of crime,nk_vrKyuvUE,Unicorn Hair! Worth it? Lime Crime First Impressions,107512,Qcknd,www.youtube.com/watch/?v=nk_vrKyuvUE
color of crime,3p18PdpnivQ,The Tragic Grooming &amp; Murder Of Breck Bednar,468732,BuzzFeed Unsolved Network,www.youtube.com/watch/?v=3p18PdpnivQ
color of crime,kPNKO_95nSA,"Annup Sonii Is Coming With A New Season Of Crime Patrol Satark| Starts 15th July | Mon-Fri, 10:30 PM",224073,SET India,www.youtube.com/watch/?v=kPNKO_95nSA
color of crime,z_HECrN8J_Q,Truckstar Festival 2017 | Scania R 730 v8 -  VanDenBulcke at TT Circuit Assen,9915,Berry Haddeman,www.youtube.com/watch/?v=z_HECrN8J_Q
color of crime,D59Wo-RovCA,The Golden Empire Drum and Bugle Corps. Family day 2015    &quot;The Color of Crime&quot;,5237,Myrna Aragon,www.youtube.com/watch/?v=D59Wo-RovCA
ethnonationalism,rMNP3_WtqQE,The Rise of Ethnonationalism and the Future of Liberal Democracy,3052,Council on Foreign Relations,www.youtube.com/watch/?v=rMNP3_WtqQE
ethnonationalism,7YpncmzHjKA,On ethno-nationalism,4523,TheNexusInstitute,www.youtube.com/watch/?v=7YpncmzHjKA
ethnonationalism,R9vKfcyi4cU,"‘Ethnonationalism’?: Donald Trump&#39;s New Judicial Nominee, Steven Menashi Is A White Supremacist",3744,Roland S. Martin,www.youtube.com/watch/?v=R9vKfcyi4cU
ethnonationalism,41340ociCg4,Kishore Mahbubani: How Do You Account for the Rise of Ethno-Nationalism?,1650,Big Think,www.youtube.com/watch/?v=41340ociCg4
ethnonationalism,tznHwD66yQ0,Donald Trump Nominates Advocate Of &#39;Ethnonationalism&#39; For Judgeship | Rachel Maddow | MSNBC,211863,MSNBC,www.youtube.com/watch/?v=tznHwD66yQ0
ethnonationalism,q_ZndChONsw,"Arabisation, Ethnonationalism or Muscular Christianity | Bob | Speakers Corner",10699,SOCO Films,www.youtube.com/watch/?v=q_ZndChONsw
ethnonationalism,Qi-qlUxgios,How To Say Ethnonationalism,83,Emma Saying,www.youtube.com/watch/?v=Qi-qlUxgios
ethnonationalism,71kkO-pU3o0,Ethno-Nationalism Debate With Ronny Cameron,34350,Vegan Gains,www.youtube.com/watch/?v=71kkO-pU3o0
ethnonationalism,rL8dI0dwjvs,How to Pronounce Ethnonationalism,331,Pronunciation Guide,www.youtube.com/watch/?v=rL8dI0dwjvs
ethnonationalism,diV4wLY-39c,Dua Lipa Backs Greater Albania And Ethno-Nationalism,44143,Novara Media,www.youtube.com/watch/?v=diV4wLY-39c
ethnonationalism,D1pRSnPyCC8,In Defense of Ethnonationalism,4242,Eli Harman,www.youtube.com/watch/?v=D1pRSnPyCC8
ethnonationalism,QzX7HqVdobk,Chulani Kodikara &amp; Faizun Zackariya on Sinhala Buddhist Ethnonationalism and Sri Lanka,770,Nano GoleSorkh,www.youtube.com/watch/?v=QzX7HqVdobk
ethnonationalism,p11yrHeLMbQ,A Useless Siege of DS9 and debating (Bajoran) Ethno-Nationalism,11410,Lore Reloaded,www.youtube.com/watch/?v=p11yrHeLMbQ
ethnonationalism,z41W86m0bk4,Is Ethnonationalism Biblical? - Complete Video,18,Inheritance Radio,www.youtube.com/watch/?v=z41W86m0bk4
ethnonationalism,C78v4P4TosU,In Defense of America: Ethnonationalism Part 2,1837,Eli Harman,www.youtube.com/watch/?v=C78v4P4TosU
ethnonationalism,mKGTiLXZCmk,PAN CHRISTIAN or ETHNO NATIONALISM | Ralph &amp; Bob | Speakers Corner,3809,SOCO Films,www.youtube.com/watch/?v=mKGTiLXZCmk
ethnonationalism,u0jlWhjTVV8,Ethnic nationalism,5090,Audiopedia,www.youtube.com/watch/?v=u0jlWhjTVV8
ethnonationalism,NEewSRZSIJY,Why Ethno-nationalism or Sectarianism Supersede Nationalism in Pakistan #Kisaf,80,Sir Wajahat Academy,www.youtube.com/watch/?v=NEewSRZSIJY
ethnonationalism,gI69N_br9a8,"Richard Spencer Appears On Israeli TV, Says Ethno-Nationalism Should Make Viewers Respect Him",23777,The Majority Report w/ Sam Seder,www.youtube.com/watch/?v=gI69N_br9a8
ethnonationalism,6hg7leqD3tQ,"HfHR Webinar 13: Opposing Ethno-Nationalism, from India to Palestine",48,Hindus 4HR,www.youtube.com/watch/?v=6hg7leqD3tQ
swastika,RQepu0EX1Mc,WAQT Lagta Hai PYAR HONE MEIN |Poem by SWASTIKA RAJPUT |The Realistic Dice |MERE WALA Dil Fenk ASHIQ,4903922,The Realistic Dice,www.youtube.com/watch/?v=RQepu0EX1Mc
swastika,8LmTPWYfid0,MERE WALA Dil Fenk ASHIQ Tha | Poem by swastika Rajput | The Realistic Dice | Banda Mera Tha,1820532,The Realistic Dice,www.youtube.com/watch/?v=8LmTPWYfid0
swastika,IGlU5m2JpXY,The swastika was a symbol of peace until Hitler stole it,232034,Business Insider,www.youtube.com/watch/?v=IGlU5m2JpXY
swastika,w7wP7cdqOIQ,Breakup Shayari | SWASTIKA RAJPUT| New shayari,524613,Swastika Rajput,www.youtube.com/watch/?v=w7wP7cdqOIQ
swastika,Vn9PjP908Q8,What is the Swastika?,27294,Step Back History,www.youtube.com/watch/?v=Vn9PjP908Q8
swastika,A_-r0Z60WUk,Swastika found on playground; a symbol of hate or part of Diwali holiday,23824,WXYZ-TV Detroit | Channel 7,www.youtube.com/watch/?v=A_-r0Z60WUk
swastika,QVahorM1-F0,"Neighbors Upset Over Front Yard Swastika, Seek County&#39;s Help",7134,NBC Bay Area,www.youtube.com/watch/?v=QVahorM1-F0
swastika,PTLWbRjq8SM,DON&#39;T WEAR SWASTIKA IN GERMANY,30246,MensPRO,www.youtube.com/watch/?v=PTLWbRjq8SM
swastika,MD8bV0Q1aDc,"Swastika Investmart Demat Account Review | Opening, Charges",13421,A Digital Blogger,www.youtube.com/watch/?v=MD8bV0Q1aDc
swastika,QSBlWveZtpU,Mujhse PYAR Krna ASAN Nahi | Poem by Swastika Rajput | TRD Poetry| The Realistic Dice | Love Shayari,17619,The Realistic Dice Poetry,www.youtube.com/watch/?v=QSBlWveZtpU
swastika,Jbf2p56xWgk,"Muncul Juga di MASJID, Sejarah dan Arti Lambang SWASTIKA pada NAZI!",5718,Sapi Betina,www.youtube.com/watch/?v=Jbf2p56xWgk
swastika,pms3kMnk2g4,স্বস্তিকা আগুনের মতন ক্ষেপলেন কি উত্তর দিলেন দেখুন ! swastika mukherjee | Star Golpo,122339,Star Golpo,www.youtube.com/watch/?v=pms3kMnk2g4
swastika,nPI5wvnY9Mk,Ansh Pandit Vs Swastika Rajput Shayari Competition | Ansh Pandit Vs Swastika Rajput Shayari Battle |,263359,CAPTAIN FEVER,www.youtube.com/watch/?v=nPI5wvnY9Mk
swastika,Ej9OPUspjeE,The Real Reason Swastikas Keep Getting Removed From Video Games,743309,Censored Gaming,www.youtube.com/watch/?v=Ej9OPUspjeE
swastika,iO8o27NuZa4,KUCH KHAYAL | Poem By SWASTIKA RAJPUT | VAANNI Open-mic,416858,Vaanni - Power of words,www.youtube.com/watch/?v=iO8o27NuZa4
swastika,tG5UwaKc07M,Part-2 Kanha Kamboj With Swastika Shayari ।। Kanha Kamboj Poetry ।। Swastika Poetry,288199,SUJEET ARORA,www.youtube.com/watch/?v=tG5UwaKc07M
swastika,PJKmbRDw04k,"Swastika Mukherjee Love Scene | Tabe Tai Hok | Romantic Scene | Joy Sengupta ,Samadarshi Dutta",1999420,Shemaroo Bengali,www.youtube.com/watch/?v=PJKmbRDw04k
swastika,jeLDe41Uk68,Manson interview: He explains his swastika,16504,KCRA News,www.youtube.com/watch/?v=jeLDe41Uk68
swastika,PJJZHjYh_Kg,Tabe Tai Hok | The Bed Room  Scene | Superhit Bengali movie - Swastika Mukherjee |Joy Sengupta,2540603,Shemaroo Bengali,www.youtube.com/watch/?v=PJJZHjYh_Kg
swastika,xWE0iNosYE0,Two Little Caesars employees fired after making pepperoni swastika,11492,News 5 Cleveland,www.youtube.com/watch/?v=xWE0iNosYE0
civilization jihad,unVS7y2_-94,John Guandolo: Civilization Jihad in America – Are You Prepared?,24650,Centennial Institute,www.youtube.com/watch/?v=unVS7y2_-94
civilization jihad,2pVUWoCJSZE,Fox News Guest: Muslim Brotherhood Conducting 24/7 Civilization Jihad In U.S.,5163,TPM TV,www.youtube.com/watch/?v=2pVUWoCJSZE
civilization jihad,HNKv82AHAKE,Civilization Jihad explained,4020,Understanding the Threat,www.youtube.com/watch/?v=HNKv82AHAKE
civilization jihad,oS8rhkzxv9o,&#39;Jihad mandates violence against non-Muslims globally&#39;: terrorism researcher,969,WorldsApaRT,www.youtube.com/watch/?v=oS8rhkzxv9o
civilization jihad,VglQAxjOSNs,Killing for a Cause: Sharia Law &amp; Civilization Jihad,4436,Andrew Panken,www.youtube.com/watch/?v=VglQAxjOSNs
civilization jihad,XE35w6JbD7E,Radical Islam: Stealth Jihad Against America and Western Civilization,3027,Liberty Counsel,www.youtube.com/watch/?v=XE35w6JbD7E
civilization jihad,0AGMbIx2jPU,Frank Gaffney On The Civilization Jihad In America,383,theunitedwest,www.youtube.com/watch/?v=0AGMbIx2jPU
civilization jihad,IrCgHPvP8mY,"The Muslim Brotherhood in America  Civilization Jihad, Its Targets and Successes",153,usmc7242,www.youtube.com/watch/?v=IrCgHPvP8mY
civilization jihad,ezVAcj-W9WE,Europa Universalis 4 - Jihad - Timelapse (Cradle of Civilization),31421,Fullbordad Games,www.youtube.com/watch/?v=ezVAcj-W9WE
civilization jihad,bXtHr__jJUU,"WAHHAJ Family, Da&#39;wah, The Compound and Civilization Jihad",1336,Understanding the Threat,www.youtube.com/watch/?v=bXtHr__jJUU
civilization jihad,My9sxHdH0iQ,TrentoVision - 6.26.13 - CIVILIZATION JIHAD - Part 1,392,theunitedwest,www.youtube.com/watch/?v=My9sxHdH0iQ
civilization jihad,jfMEyPQzjyQ,Civilization 5 Brave New World LP - Immortal Arabia - #13 &quot;Jihad&quot;- Celtic Gamer,990,Macsen Lets Plays,www.youtube.com/watch/?v=jfMEyPQzjyQ
civilization jihad,3Rmfaj_10bw,The Glazov Gang - #FireMcMaster and Civilization Jihad by “OUR” Hands,3492,The Glazov Gang,www.youtube.com/watch/?v=3Rmfaj_10bw
civilization jihad,lwqFjEWTwuE,TrentoVision - 6.27.13 - CIVILIZATION JIHAD - Part 2,334,theunitedwest,www.youtube.com/watch/?v=lwqFjEWTwuE
civilization jihad,TpcbfxtdoI8,"Islam, the Quran, and the Five Pillars All Without a Flamewar: Crash Course World History #13",9653192,CrashCourse,www.youtube.com/watch/?v=TpcbfxtdoI8
civilization jihad,-mMI2-8qN8Y,Age of Empires II: Saladin 05 - Jihad!,1938,JayborinoPlays,www.youtube.com/watch/?v=-mMI2-8qN8Y
civilization jihad,pO4aQMJqo4I,Recruiting Western Schoolgirls for Jihad,32106,Associated Press,www.youtube.com/watch/?v=pO4aQMJqo4I
civilization jihad,93VJOMoTd9s,Europa Universalis IV - Cradle of Civilization - Najd Jihad - Episode 1,875,GIAMarcos Gaming,www.youtube.com/watch/?v=93VJOMoTd9s
civilization jihad,ZqEVPFh4VkY,"Peter Bergen, &quot;The United States of Jihad&quot;",5894,Politics and Prose,www.youtube.com/watch/?v=ZqEVPFh4VkY
civilization jihad,txeArUECjI8,Civilization V: Jihad Workers,68,TheGameShaft,www.youtube.com/watch/?v=txeArUECjI8
identity evropa,IvFqUtQW59w,Identity Evropa hate group flyers seen in New Orleans metro area.,2304,WWLTV,www.youtube.com/watch/?v=IvFqUtQW59w
identity evropa,xVtrVW6_xTM,Virginia School Resource Officer Identified As Part Of White Nationalist Group Suspended,30547,Roland S. Martin,www.youtube.com/watch/?v=xVtrVW6_xTM
identity evropa,MX8IQ-YffxM,White Nationalists Disrupt Jewish Author&#39;s Book Reading | NowThis,211851,NowThis News,www.youtube.com/watch/?v=MX8IQ-YffxM
identity evropa,qUFe1-qKLcw,San Jose Private School Investigates Teacher&#39;s Alleged Ties to White Nationalism,4214,KPIX CBS SF Bay Area,www.youtube.com/watch/?v=qUFe1-qKLcw
identity evropa,KnI9c4_xu8w,The rise of white supremacy and its new face,98327,Global News,www.youtube.com/watch/?v=KnI9c4_xu8w
identity evropa,g8fKyezv1EE,Pro-White Advocacy Group&#39;s Fliers Sparks Backlash At Central Valley College,540,CBS Sacramento,www.youtube.com/watch/?v=g8fKyezv1EE
identity evropa,ND3lDi6Pdq4,White Nationalists Infiltrating Military,18463,The Damage Report,www.youtube.com/watch/?v=ND3lDi6Pdq4
identity evropa,tc90hUXCYxU,"Washington D.C. Free Speech Rally – Nathan Damigo (Identity Evropa) (June 25th, 2017)",1185,GB0083,www.youtube.com/watch/?v=tc90hUXCYxU
