search_term,youtube_video_id,youtube_video_title,youtube_video_views,youtube_video_channel,video_url
hijab fashion,O2tggbNE74g,How to get the PERFECT hijab bun!,1129275,Jasmine & Dawoud,www.youtube.com/watch/?v=O2tggbNE74g
hijab fashion,c-444MV2JlQ,Criss Cross Hijab style with chiffon/Jorjet Hijab(Full Coverage),8758984,Modest Lifestyle by MUNA,www.youtube.com/watch/?v=c-444MV2JlQ
hijab fashion,TcOyfGqiit8,CASUAL HIJAB OOTD INDONESIA : Baju simple untuk ke kampus LOOKBOOK 📚📏✨,508973,Putri Citra Pratama,www.youtube.com/watch/?v=TcOyfGqiit8
hijab fashion,5XZDW5JQ090,Hijab Style Tutorial 2020 ⭐Şal Eşarp Bağlama Modelleri ⭐💖لفات حجاب جديدة لفات طرح ستايل جديد,4305714,istanbul Fashion Show,www.youtube.com/watch/?v=5XZDW5JQ090
hijab fashion,7JaLa9v-tvI,Hijab Casual Outfits For Muslim Girls/Hijab Fashion Style/Stylish Hijab Casual Ideas,986,Yaanuz World,www.youtube.com/watch/?v=7JaLa9v-tvI
hijab fashion,uNCKetrBnJs,New Stylish Hijab with Salwar Suit 2020 💚 Hijab Style By Nipa 💚 Beauty Reflect By Nipa,264971,Beauty Reflect By Nipa,www.youtube.com/watch/?v=uNCKetrBnJs
hijab fashion,vDtJ1qna2SQ,New Most Demanding 30+ Abaya Designs/Hijab Fashion 2019/20,9152,Beauty World,www.youtube.com/watch/?v=vDtJ1qna2SQ
hijab fashion,LLFIrcYzM-Q,Everyday hijab style,76623,shifa style,www.youtube.com/watch/?v=LLFIrcYzM-Q
hijab fashion,Wu9ZlcppOeE,Daily wear hijab tutourial||layerad hijab style||simple model hijab tutorial||shahma&#39;s world,101278,shahma's world,www.youtube.com/watch/?v=Wu9ZlcppOeE
hijab fashion,0f9OtV0fjY0,Elegant hijab style for summer || Sanji Da 💙,1023140,Sanjida Alam,www.youtube.com/watch/?v=0f9OtV0fjY0
hijab fashion,z9ssQDukotE,HOW TO WEAR KHIMAR || KHIMAR HIJAB STYLE FOR NIQABI&#39;S || Rakhi&#39;s Beauty World,1212335,Rakhi's Beauty World,www.youtube.com/watch/?v=z9ssQDukotE
say their names,a-mmi8APujU,"Say Their Names Ft. Kai Ca$h, Futuristic, Trey Budden, Cash Flow, Sydney Renae, Kiyanne, Coco Jones",19993,DevvonTerrell,www.youtube.com/watch/?v=a-mmi8APujU
say their names,7ldRfo0EPQc,Joe Blow &quot;Say They Name&quot; produced by PhantomBeats,77425,blowmoneyrecords,www.youtube.com/watch/?v=7ldRfo0EPQc
say their names,6FMVsV-0GgU,Cory Henry - Say Their Names (Official Audio),2616,Cory Henry,www.youtube.com/watch/?v=6FMVsV-0GgU
say their names,vnnDztTcklI,Dance as protest; say their names-see their names-feel their names | NW Tap Connection | TEDxSeattle,7632,TEDx Talks,www.youtube.com/watch/?v=vnnDztTcklI
say their names,942fYyt8pcI,Arkose - Say Their Names EP (FULL VIDEO),388,Arkose,www.youtube.com/watch/?v=942fYyt8pcI
say their names,yHf1GvjgJ8U,&#39;Say Their Names&#39; exhibit on display at Klyde Warren Park in Dallas,1305,WFAA,www.youtube.com/watch/?v=yHf1GvjgJ8U
say their names,LpcZG8mo0rg,SAY THEIR NAMES,24440,Lily Whispers ASMR,www.youtube.com/watch/?v=LpcZG8mo0rg
say their names,jGesWT3fifg,SAY THEIR NAMES: A WestVirginiaVille.com Video,128,TheStoryIsTheThing Productions,www.youtube.com/watch/?v=jGesWT3fifg
say their names,maZv07ILQws,"Say Their Names by Leland &amp; John Cameron Mitchell, vocals by Qya Cristál &amp; John Cameron Mitchell",971,John Cameron Mitchell,www.youtube.com/watch/?v=maZv07ILQws
say their names,q6LuBfqQqEc,#SayTheirNames,99454,TheEllenShow,www.youtube.com/watch/?v=q6LuBfqQqEc
say their names,sg0k8GPr5SE,Say Their Names  | Leaves From the Vine - Black Lives Matter Tribute,1249,Meelo,www.youtube.com/watch/?v=sg0k8GPr5SE
say their names,xDCOXbQdNoM,Siedah Garrett - The New Frontier (Say Their Names) [Official Music Video],55856,Siedah Garrett,www.youtube.com/watch/?v=xDCOXbQdNoM
say their names,fumaCsQ9wKw,HELL YOU TALMBOUT - Janelle Monae f. Wondaland Records (video),249607,The Black Narrative,www.youtube.com/watch/?v=fumaCsQ9wKw
say their names,T0HrVq56LQI,Don&#39;t Say Their Names,5538,Powerful LOS,www.youtube.com/watch/?v=T0HrVq56LQI
say their names,4zL9etjuyRE,"Say Their Names Elijah McClain, Breonna Taylor, Rashard Brooks - EP 154 - Geniusbrain W/ David So",129312,DavidSo,www.youtube.com/watch/?v=4zL9etjuyRE
say their names,9E9pOH35FUw,Say Their Names,1116,David Rovics,www.youtube.com/watch/?v=9E9pOH35FUw
say their names,KjtaosSJfdY,Say Their Names: Part 6,1802,Laugh Factory,www.youtube.com/watch/?v=KjtaosSJfdY
say their names,NhIqmuauzu4,Say Their Stories,24539,NFL,www.youtube.com/watch/?v=NhIqmuauzu4
say their names,B5IiXNJbozg,Say Their Names: Part 1,2276,Laugh Factory,www.youtube.com/watch/?v=B5IiXNJbozg
say their names,02fMnG22Y3Q,say their names.,1370,anna phung,www.youtube.com/watch/?v=02fMnG22Y3Q
no tech for ice,EEMK4w1A_zo,How Big Tech Is Helping ICE Do Its Job | NowThis,18363,NowThis News,www.youtube.com/watch/?v=EEMK4w1A_zo
no tech for ice,Ga76tsbeJIg,വെള്ളം നിങ്ങളുടെ കൺമുന്നിൽ നിന്ന് ഐസ് ആവുന്നത് കാണണോ 😳 INSTANT ICE EXPERIMENT,1574893,MasterPiece,www.youtube.com/watch/?v=Ga76tsbeJIg
no tech for ice,tXGMae7m1e4,ELECTRICITY MAKING FROM ICE &amp; FIRE | ചൂടും തണുപ്പും ഉണ്ടെങ്കിൽ വൈദുതി | M4 TECH |,786260,M4 Tech,www.youtube.com/watch/?v=tXGMae7m1e4
no tech for ice,_nHG6LxpLpU,Does Magne-Traction Turn Ice Into Powder?,41790,Board Archive,www.youtube.com/watch/?v=_nHG6LxpLpU
no tech for ice,5blZvJNkMfQ,FOG MAKING WITH DRY ICE | FOG MACHINE | M4 TECH |,4233218,M4 Tech,www.youtube.com/watch/?v=5blZvJNkMfQ
no tech for ice,40uD9vsUCUo,"Tech N9ne - Blackboy (Feat. Brother J, Ice Cube &amp; Krizz Kaliko)",219535,Strange Music Inc,www.youtube.com/watch/?v=40uD9vsUCUo
no tech for ice,x5DRuPuzqKI,How to Turn Water into Ice without a Freezer,1090395,Howcast,www.youtube.com/watch/?v=x5DRuPuzqKI
no tech for ice,sTUOICc5qxI,HOW TO MAKE DRY ICE AT HOME USING FIRE EXTINGUISHER | M4 TECH |,518944,M4 TECH VLOG,www.youtube.com/watch/?v=sTUOICc5qxI
no tech for ice,VLQB0WpTvJk,How To Survive A Fall Through Frozen Ice,1984223,Tech Insider,www.youtube.com/watch/?v=VLQB0WpTvJk
no tech for ice,RiocLxMgy0A,Ice Maker Stopped Working  |  No Water,195059,Dave Wirth,www.youtube.com/watch/?v=RiocLxMgy0A
no tech for ice,dFBvHTe-2ts,Let&#39;s Hit the Ice.  Big Ten Hockey Is Back.,526,Big Ten Network,www.youtube.com/watch/?v=dFBvHTe-2ts
no tech for ice,ohPV7sMFIdk,ഇത്രയും സിംപിൾ ആയിരുന്നോ ?? ഐസ്ക്രീം ഉണ്ടാക്കാൻ |Home Made ice cream with only &quot;4&quot; ingredients,656222,MasterPiece Vlog,www.youtube.com/watch/?v=ohPV7sMFIdk
no tech for ice,-A7oIzC-96A,Ice Cube - Guns &amp; Drugs (Ft. 2Pac &amp; Tech N9ne),103541,Dj Mimo,www.youtube.com/watch/?v=-A7oIzC-96A
no tech for ice,wuOnvDIjWQE,How To Get Flat 50% OFF On &quot;&quot;ICE TECH&quot;&quot; Ice Cream &amp; Ice Shakes || Limited Time  Offer || Mian Vlogs,440,Mian VLogs,www.youtube.com/watch/?v=wuOnvDIjWQE
no tech for ice,2yRN6bdOb8c,"3 Secrets About Ancient Earth, Hidden in Marine Fossils",97495,SciShow,www.youtube.com/watch/?v=2yRN6bdOb8c
no tech for ice,sFYVFfWQFw4,ICE recumbent trike Rider Positioning System (technical guide),141218,ICE Trikes,www.youtube.com/watch/?v=sFYVFfWQFw4
no tech for ice,08qX7zTRVac,How NASA Tests New Spacesuits,32226,Tech Insider,www.youtube.com/watch/?v=08qX7zTRVac
no tech for ice,3roVA73bWgs,Guide All tech location Digimon World 1 - ice/water tech,8026,Bigbang,www.youtube.com/watch/?v=3roVA73bWgs
no tech for ice,p2R7TBSKs8o,"Ice Dams: how to prevent them, how to remove them",38361,Structure Tech Home Inspections,www.youtube.com/watch/?v=p2R7TBSKs8o
no tech for ice,Hn0N1gj3mrY,ഇത്രയും സിംപിൾ ആയി ഐസ്ക്രീം ഉണ്ടാക്കാമോ 😳🤫 |ice cream Recipie Malayalam | Masterpiece,1198950,MasterPiece,www.youtube.com/watch/?v=Hn0N1gj3mrY
believe black women,yv-zNpS8tXM,why is it so hard to just believe black women...,118184,amandabb,www.youtube.com/watch/?v=yv-zNpS8tXM
believe black women,hnoAqamMsP4,Dr. Brittney Cooper: &#39;I Believe Black Women Are The Saviors Of This Country&#39;,5260,ESSENCE,www.youtube.com/watch/?v=hnoAqamMsP4
believe black women,CWFHlhc_QTA,Believe Black Women: A 2020 Vision,108,Cecelia Jordan,www.youtube.com/watch/?v=CWFHlhc_QTA
believe black women,LZ_IaibrH6Q,Why These Black Men Don&#39;t Date Black Women | Iyanla: Fix My Life | Oprah Winfrey Network,2419609,OWN,www.youtube.com/watch/?v=LZ_IaibrH6Q
believe black women,apMUojvva5E,Truths You Won&#39;t Believe | S1 Ep4 | Black Women Top This List,54501,BlackandMarriedWithKids.com,www.youtube.com/watch/?v=apMUojvva5E
believe black women,yE4zszd8G60,You won&#39;t believe how much black women have in student loan debt,7477,Boyce Watkins,www.youtube.com/watch/?v=yE4zszd8G60
believe black women,l3nzWM-yCao,67% Of Black Women Believe White Supremacy Is Safer Than Black Male Leadership | Call In,12209,Cynthia G,www.youtube.com/watch/?v=l3nzWM-yCao
believe black women,YgmSxh7Q4uA,"PROTECT &amp; BELIEVE Black Women, WAP &amp; Multiplicity | Happy Hour PODCAST S2E4",176,xo Necole,www.youtube.com/watch/?v=YgmSxh7Q4uA
believe black women,h6JwR0qpBOo,Amanda Seales: Black Men Make White Women Believe They Are Better Than Black Women,18631,Cynthia G,www.youtube.com/watch/?v=h6JwR0qpBOo
believe black women,vkkeRFtXEBU,First Look: White Men Discuss Their Attraction to African-American Women | Dark Girls | OWN,1285712,OWN,www.youtube.com/watch/?v=vkkeRFtXEBU
believe black women,vklJqHmLuP4,Angry black woman?! LOL! I don&#39;t believe black women are angry enough! here&#39;s why,83,lafemmefidele,www.youtube.com/watch/?v=vklJqHmLuP4
believe black women,Y20U7Ri61qE,Believe Black Women,1,Pretty Nerdz Podcast,www.youtube.com/watch/?v=Y20U7Ri61qE
believe black women,FtXzz-ZVY3M,Do Black Women believe in Hypergamy?,877,Fly Nubian Queen,www.youtube.com/watch/?v=FtXzz-ZVY3M
believe black women,j9gKmgwO1zs,EXCLUSIVE info on the REAL reason Eva Longoria insulted Black Women - Vicki Dillard,28168,Fly Nubian Queen,www.youtube.com/watch/?v=j9gKmgwO1zs
believe black women,W9Rj_Dnpzg4,"To Believe Black Women, We Must Listen to Them First",3,Big Baby,www.youtube.com/watch/?v=W9Rj_Dnpzg4
believe black women,dQ_PGxtGRmY,Believe Black Women (TKIP S2E),35,The Knowledgeable Ignorance Podcast,www.youtube.com/watch/?v=dQ_PGxtGRmY
believe black women,BY5DC-OPsh0,BGCT: BELIEVE BLACK WOMEN | Meg thee Stallion,44,HAYAMAXX,www.youtube.com/watch/?v=BY5DC-OPsh0
believe black women,3BjzfO1cPOM,Truths You Won&#39;t Believe | S1 Ep2 | Black Women Defying Stereotypes,17091,BlackandMarriedWithKids.com,www.youtube.com/watch/?v=3BjzfO1cPOM
believe black women,-YN3Gdy1oCs,Black Women Believe IN DONALD TRUMP? WHY? (PART 2),676,Shirley Husar,www.youtube.com/watch/?v=-YN3Gdy1oCs
believe black women,H9mtCLL8rI0,&#39;You don&#39;t have to look black to be black&#39;: The complex racial identity of a tiny Ohio town,2836890,The Guardian,www.youtube.com/watch/?v=H9mtCLL8rI0
white fragility,YvIO2GU8yTU,How &#39;white fragility&#39; reinforces racism,197781,Guardian News,www.youtube.com/watch/?v=YvIO2GU8yTU
white fragility,rZfiSjTHVqA,Dr. Robin DiAngelo Wants White People to Stop Saying They’re Not Racist,226270,The Tonight Show Starring Jimmy Fallon,www.youtube.com/watch/?v=rZfiSjTHVqA
white fragility,wjHg65JORi8,Debunking The Most Common Myths White People Tell About Race | Think | NBC News,178605,NBC News,www.youtube.com/watch/?v=wjHg65JORi8
white fragility,neV_GlvUGn4,Robin DiAngelo: White Fragility (06/12/20),93149,Family Action Network,www.youtube.com/watch/?v=neV_GlvUGn4
white fragility,0kFTtR34cek,"White Fragility, Plus Adolph Reed on Identity Politics | Useful Idiots",321181,Rolling Stone,www.youtube.com/watch/?v=0kFTtR34cek
white fragility,ylQTuY4y538,What is White Fragility? Tone Policing? Gaslighting? || Books for BLM Allies,24021,The StudyTube Project,www.youtube.com/watch/?v=ylQTuY4y538
white fragility,YmCihov96kI,The Issue with White Fragility I Special Student Edition Q&amp;A [MINI CLIP],26252,Coleman Hughes,www.youtube.com/watch/?v=YmCihov96kI
white fragility,-iu1CoN1Hxs,Dealing With White Fragility on The Internet,14805,FUSION,www.youtube.com/watch/?v=-iu1CoN1Hxs
white fragility,pO8qdwggIdI,Robin DiAngelo: Debunking The Most Common Myths White People Tell About Race | Think | NBC News,15650,NBC News,www.youtube.com/watch/?v=pO8qdwggIdI
white fragility,kzLT54QjclA,Why “I’m not racist” is only half the story | Robin DiAngelo | Big Think,265526,Big Think,www.youtube.com/watch/?v=kzLT54QjclA
white fragility,41RqQ3wU0Io,"Dr. Robin DiAngelo, author of White Fragility, in conversation with Dr. Alice Green",582,New York State Writers Institute,www.youtube.com/watch/?v=41RqQ3wU0Io
white fragility,O3JJ633Pf_0,The White Fragility Theory I Glenn Loury and Coleman Hughes [MINI CLIP],48253,Coleman Hughes,www.youtube.com/watch/?v=O3JJ633Pf_0
white fragility,qHoIKk4sX5s,Fighting racism: This is the biggest mistake people make | Robin DiAngelo | Big Think,20008,Big Think,www.youtube.com/watch/?v=qHoIKk4sX5s
white fragility,Ooa7LQNnUxE,PSEG True Diversity Film Series White Fragility by Robin DiAngelo,488,New Jersey Performing Arts Center,www.youtube.com/watch/?v=Ooa7LQNnUxE
white fragility,sX1O7kwCZgI,White Fragility,93,Needham Channel,www.youtube.com/watch/?v=sX1O7kwCZgI
white fragility,ZPDpcYEdiOg,White Fragility In The Workplace | Newsbroke (AJ+),474763,Newsbroke,www.youtube.com/watch/?v=ZPDpcYEdiOg
white fragility,Pgla-hiMG_Q,Book Discussion on White Fragility (Ch. 1-3) 9.28.20,40,Chestnut Hill College,www.youtube.com/watch/?v=Pgla-hiMG_Q
white fragility,VxDUNg5SUNc,Matt Taibbi DISMANTLES woke corporate race book &#39;White Fragility&#39;,421655,The Hill,www.youtube.com/watch/?v=VxDUNg5SUNc
white fragility,AxtTMIoZ4xs,The Problem With “White Fragility” (TMBS 146),71317,The Michael Brooks Show,www.youtube.com/watch/?v=AxtTMIoZ4xs
white fragility,VD76jPByeEY,The biggest flaw of &quot;White Fragility&quot; (from Livestream #29),112682,DarkHorse Podcast Clips,www.youtube.com/watch/?v=VD76jPByeEY
oscars so white,qEberAZhZy4,#OscarsSoWhite and The Legacy of Halle Berry,361576,Be Kind Rewind,www.youtube.com/watch/?v=qEberAZhZy4
oscars so white,8mmcvgd8XF0,#OscarsSoWhite: From Anna May Wong to Awkwafina,153882,Be Kind Rewind,www.youtube.com/watch/?v=8mmcvgd8XF0
oscars so white,oicts7KOnY4,"The Oscars&#39; horrible lack of diversity, explained in 2 minutes",301105,Vox,www.youtube.com/watch/?v=oicts7KOnY4
oscars so white,JxUFAwgJMF0,#OscarsSoWhite Diversity Controversy: How The Academy Has Changed Since 2016…,45766,Rogue Rocket,www.youtube.com/watch/?v=JxUFAwgJMF0
oscars so white,5Dcs-x-fTbc,#OscarsSoWhite Creator April Reign Explains Why Diversity Isn&#39;t Enough,2919,The Root,www.youtube.com/watch/?v=5Dcs-x-fTbc
oscars so white,kpp8slWpFpI,#OscarsSoWhite - Who is LEAST represented?,11953,ThePromisedWLAN,www.youtube.com/watch/?v=kpp8slWpFpI
oscars so white,aCWB5mubWt4,#Oscarssowhite — How Do Black Actors Get Nominated? | The New York Times,7869,The New York Times,www.youtube.com/watch/?v=aCWB5mubWt4
oscars so white,ospx7tXWYbI,Screen Guild Awards - SNL,7323750,Saturday Night Live,www.youtube.com/watch/?v=ospx7tXWYbI
oscars so white,fRK6BvtpE54,#OscarsSoWhite: There&#39;s Still Work To Be Done | Digital Originals | VH1,2619,VH1,www.youtube.com/watch/?v=fRK6BvtpE54
oscars so white,BpVeJx4Nn0c,"2020 Oscar Nominations Lack Diversity, Snub Women &amp; POC Creators | NowThis",8735,NowThis Entertainment,www.youtube.com/watch/?v=BpVeJx4Nn0c
oscars so white,i1Seb0NOC8k,Why The #OscarsSoWhite Outrage Is Total Bullshit,29827,John Campea,www.youtube.com/watch/?v=i1Seb0NOC8k
oscars so white,JLJXQu9yu_8,Spike Lee Says &#39;Moonlight&#39; Won Oscars Because of #OscarsSoWhite,22804,Variety,www.youtube.com/watch/?v=JLJXQu9yu_8
oscars so white,G0hUpEhfxBY,Charlamagne on #OscarsSoWhite: Can&#39;t Boycott What You&#39;re Not Invited To,187247,djvlad,www.youtube.com/watch/?v=G0hUpEhfxBY
oscars so white,5ASVGXVmaEc,"#OscarsSoWhite: Kerry Washington, Reese Witherspoon, Elizabeth Banks Weigh In",22013,Entertainment Weekly,www.youtube.com/watch/?v=5ASVGXVmaEc
oscars so white,VTahaipzOPk,#OscarsSoWhite hashtag returns,4203,CNN,www.youtube.com/watch/?v=VTahaipzOPk
oscars so white,Jgyb-PU-Wmw,Paul Mooney - On The Oscars #OscarsSoWhite,895644,reelblack,www.youtube.com/watch/?v=Jgyb-PU-Wmw
oscars so white,htL7LUuY0x0,"Oscars 2016: Black Actors Snubbed, #OscarsSoWhite Picks Up Again",1661,CBS Miami,www.youtube.com/watch/?v=htL7LUuY0x0
oscars so white,kqhVNZgZGqQ,Chris Rock&#39;s Opening Monologue,10692946,Oscars,www.youtube.com/watch/?v=kqhVNZgZGqQ
oscars so white,mjuBBnGuWEA,2020 Oscar Nominations expose Woke Hollywood for what they are | #OscarsSoWhite,486,John Matrixx,www.youtube.com/watch/?v=mjuBBnGuWEA
oscars so white,ZDtiXsk9cpQ,Chris Rock Explains #OscarsSoWhite During Opening Monologue,14058,AJ+,www.youtube.com/watch/?v=ZDtiXsk9cpQ
tell black stories,GJ755kHCX28,Retail Employees Tell Black Friday Horror Stories,620464,BuzzFeedVideo,www.youtube.com/watch/?v=GJ755kHCX28
tell black stories,bu4XTTdIG44,How BLACK girls tell STORIES,107698,Jay Nedaj,www.youtube.com/watch/?v=bu4XTTdIG44
tell black stories,2SqS5V6fcU4,Can White People Tell Black Stories?,555,The Agenda with Steve Paikin,www.youtube.com/watch/?v=2SqS5V6fcU4
tell black stories,bAy67xgIzAg,Are Whites Equipped to Tell Black Stories?,1092,Dirty Diversity with Janice Z. Gassam,www.youtube.com/watch/?v=bAy67xgIzAg
tell black stories,Lw5M97WDr9I,FUBU: Netflix’s ‘Self Made’ and How to Tell Black Stories Better w/ A’Lelia Bundles,4,Kési Felton,www.youtube.com/watch/?v=Lw5M97WDr9I
tell black stories,0Fz-ac6rg_g,Black Men Are Demonized For Voting For Trump But The Numbers Tell A Different Story,33676,African Diaspora News Channel,www.youtube.com/watch/?v=0Fz-ac6rg_g
tell black stories,OzA42F5gF2w,Top 10 Scariest Scary Stories to Tell in the Dark,1121926,WatchMojo.com,www.youtube.com/watch/?v=OzA42F5gF2w
tell black stories,lbg1p7sJqnY,The Untold Truth Behind Black Ops Cold War (Call of Duty),92281,Jake Tran,www.youtube.com/watch/?v=lbg1p7sJqnY
tell black stories,CpODLe15q4c,The Jungle (1967) | Philly Gang Members Tell Their Own Stories,21612,reelblack,www.youtube.com/watch/?v=CpODLe15q4c
tell black stories,gP6gUqHmIt8,&quot;The Black Dog&quot; Scary Stories To Tell In The Dark,1479,MasterDK,www.youtube.com/watch/?v=gP6gUqHmIt8
tell black stories,uHdYeq9h6N0,Upload Episode 12 E Can You Tell Black Stories That Cross Boarders Part 1,2,Upload Podcast,www.youtube.com/watch/?v=uHdYeq9h6N0
tell black stories,RLgCPXHDxQg,Scary Stories to Tell in the Dark (2019) KILL COUNT,6825338,Dead Meat,www.youtube.com/watch/?v=RLgCPXHDxQg
tell black stories,UCu7UBuZiuo,SCARY STORIES TO TELL IN THE DARK Exclusive - Pale Lady (2019),269502,JoBlo Movie Clips,www.youtube.com/watch/?v=UCu7UBuZiuo
tell black stories,d99sf6wJtN4,How gang members tell stories part 2,223407,WattsHomie Quan,www.youtube.com/watch/?v=d99sf6wJtN4
tell black stories,xoFS-YifsHU,People Tell Their Spookiest Ghost Stories • Part 3,428002,BuzzFeed Unsolved Network,www.youtube.com/watch/?v=xoFS-YifsHU
tell black stories,zAr7Hr32eYg,Don&#39;t Tell Scary Stories While Camping! (Roblox),4394976,InquisitorMaster,www.youtube.com/watch/?v=zAr7Hr32eYg
tell black stories,tolVqWVPvoU,"Call of Duty Black Ops Cold War: All Endings (Good, Bad &amp; Evil)",321422,Inkslasher,www.youtube.com/watch/?v=tolVqWVPvoU
tell black stories,A11tX8iu0zQ,Scary Stories to Tell in the Dark Trailer #1 (2019) | Movieclips Trailers,3312991,Movieclips Trailers,www.youtube.com/watch/?v=A11tX8iu0zQ
tell black stories,GA39bXygT5c,SCARY STORIES TO TELL IN THE DARK (2019) Ending + Monsters Explained,2760974,FoundFlix,www.youtube.com/watch/?v=GA39bXygT5c
tell black stories,9LRH9sncXCQ,&quot;The Worst Monsters&quot; S7E15 💀 Scary Stories Told in the Dark (Horror Podcast),4270,Chilling Tales for Dark Nights,www.youtube.com/watch/?v=9LRH9sncXCQ
queer,58od0RlBIjY,What Does Queer Really Mean?,479136,Seventeen,www.youtube.com/watch/?v=58od0RlBIjY
queer,p-JvCdtxH14,Queer People Answer Questions Straight People Are Too Afraid To Ask,50623,BuzzFeed UK,www.youtube.com/watch/?v=p-JvCdtxH14
queer,FwktAmgku68,Quebrada Queer - Guigo | Murillo Zyess | Harlley | Lucas Boombeat | Tchelo Gomez,3959872,Rap Box,www.youtube.com/watch/?v=FwktAmgku68
queer,P-rEtgqSgMo,Queer People 16-65 Talk About Identity | Cut,1177371,Cut,www.youtube.com/watch/?v=P-rEtgqSgMo
queer,8IhaGUlmO_k,Queer &amp; Muslim: Nothing to Reconcile | Blair Imani | TEDxBoulder,129222,TEDx Talks,www.youtube.com/watch/?v=8IhaGUlmO_k
queer,DtxH0woBLW8,Queer And Straight People Discuss Gender Identity,99244,BuzzFeedVideo,www.youtube.com/watch/?v=DtxH0woBLW8
queer,B4i3DHXroVM,Gay vs Queer - what&#39;s the difference?,157795,PinkNews,www.youtube.com/watch/?v=B4i3DHXroVM
queer,EsTqEsTs7FQ,QUÉ SIGNIFICA LA PALABRA QUEER | SpanishQueens,258349,SpanishQueens,www.youtube.com/watch/?v=EsTqEsTs7FQ
queer,v0Nbhj_8ogg,WHAT DOES BEING QUEER MEAN?,5641,Abby Howard,www.youtube.com/watch/?v=v0Nbhj_8ogg
queer,zJC1fsaCbnI,Nada más queer que la naturaleza | Brigitte Baptiste | TEDxRiodelaPlata,74187,TEDx Talks,www.youtube.com/watch/?v=zJC1fsaCbnI
queer,fFJrgI7qp7M,Queer Bullying Victims Sit Down with Former Bullies | them.,589571,them,www.youtube.com/watch/?v=fFJrgI7qp7M
queer,Az5s3g8dtiQ,"Trans et queer, Jasmin nous parle du documentaire &quot;Gender Derby&quot;",24840,Konbini,www.youtube.com/watch/?v=Az5s3g8dtiQ
queer,xi2505_1-5I,"C&#39;est quoi, le Queer ?",9478,France Inter,www.youtube.com/watch/?v=xi2505_1-5I
queer,8HX0HGa-pok,Nyle DiMarco &amp; Chella Man Teach Us Queer Sign Language | them.,671660,them,www.youtube.com/watch/?v=8HX0HGa-pok
queer,SgdsZJpnthg,Janelle Monáe on Growing Up Queer and Black | The New Yorker,58301,The New Yorker,www.youtube.com/watch/?v=SgdsZJpnthg
queer,7bkFlJfxyF0,23. Queer Theory and Gender Performativity,213167,YaleCourses,www.youtube.com/watch/?v=7bkFlJfxyF0
queer,9rvdH0NRbK8,Queer People Answer Questions You Are Too Afraid To Ask,174509,BuzzFeed India,www.youtube.com/watch/?v=9rvdH0NRbK8
queer,ZdDJC_H8H1c,What Does Queer Mean?,68275,Queerest Of the Queer,www.youtube.com/watch/?v=ZdDJC_H8H1c
queer,5IP0uUMZtZY,"Resistance While Black, Queer, and Trans | The Library | them.",27810,them,www.youtube.com/watch/?v=5IP0uUMZtZY
queer,UpE0u9Dx_24,Tyler Ford Explains The History Behind the Word &quot;Queer&quot; | InQueery | them.,79506,them,www.youtube.com/watch/?v=UpE0u9Dx_24
antiracism,KCxbl5QgFZw,The difference between being &quot;not racist&quot; and antiracist | Ibram X. Kendi,170546,TED,www.youtube.com/watch/?v=KCxbl5QgFZw
antiracism,TzuOlyyQlug,How to be an Antiracist,205695,The Aspen Institute,www.youtube.com/watch/?v=TzuOlyyQlug
antiracism,hGJbrLs_8_0,Is antiracism our new religion?,40305,CNN,www.youtube.com/watch/?v=hGJbrLs_8_0
antiracism,_OXMgA0Fwsk,How To Be An Antiracist by Ibram X. Kendi,62892,Waterstones,www.youtube.com/watch/?v=_OXMgA0Fwsk
antiracism,UM3Lfk751cg,6 Ways to be an Antiracist Educator,43797,Edutopia,www.youtube.com/watch/?v=UM3Lfk751cg
antiracism,ZnMMY1Tk4V4,Education Now: Practicing Antiracism in Your School,3698,Harvard Graduate School of Education,www.youtube.com/watch/?v=ZnMMY1Tk4V4
antiracism,gZ8ZuJQVBIk,How anti-racism is a treatment for the &#39;cancer&#39; of racism,6680,PBS NewsHour,www.youtube.com/watch/?v=gZ8ZuJQVBIk
antiracism,kdlbalvmhEU,Advice For White People From Anti-Racism Trainer | NowThis,43692,NowThis News,www.youtube.com/watch/?v=kdlbalvmhEU
antiracism,jm5DWa2bpbs,Are you racist? &#39;No&#39; isn&#39;t a good enough answer - Marlon James | Comment is Free,108113,The Guardian,www.youtube.com/watch/?v=jm5DWa2bpbs
antiracism,UC8WgVfjJ5I,Antiracist vs not racist,2962,The Aspen Institute,www.youtube.com/watch/?v=UC8WgVfjJ5I
antiracism,eFQkLp5u-No,Anti-Racism Educator Jane Elliott: ‘There’s Only One Race. The Human Race&#39; | NBC BLK | NBC News,416572,NBC News,www.youtube.com/watch/?v=eFQkLp5u-No
antiracism,doHhMjudb3c,Ibram X. Kendi (author of How to Be an Antiracist) at the FYE® Conference 2020,10761,CommonReads,www.youtube.com/watch/?v=doHhMjudb3c
antiracism,mzPKk19t3Kw,Has Anti-Racism Become as Harmful as Racism? John McWhorter vs. Nikhil Singh,189243,ReasonTV,www.youtube.com/watch/?v=mzPKk19t3Kw
antiracism,fezoP7QbIkY,10 Ways To Promote Anti-Racism In The Workplace | Forbes,3293,Forbes,www.youtube.com/watch/?v=fezoP7QbIkY
antiracism,PA0KTFdnBk8,Don&#39;t Deny It - Defy It | The Crystal Gems Say Be Anti-Racist | Cartoon Network,690630,Cartoon Network,www.youtube.com/watch/?v=PA0KTFdnBk8
